,summary,Verkehrswende,Klimawandel,Landwirtschaft,Waermewende,Energiewende,Gesundheit,Wasserversorgung,Industrie,Klimaextreme,Urbane_Hitzeinsel,Geo_Engineering,Tipping_Points,Oekologie,word
bald,5.338870191238216,0.4538361939171262,-0.6279952672625754,-0.5879672655528034,-0.5628711900333816,0.0,-0.6167056701772579,-0.5881794336286521,-0.6364191281451277,-0.5879672655528034,-0.5697088345710817,-0.5964196536852882,0.0,-0.5879672655528034,bald
anwohner bald,3.8946687401622544,0.2736312817396852,-0.31258983960088016,-0.27256183789110805,-0.24746576237168655,0.0,-0.3013002425155627,-0.2727740059669569,-0.3210137004834325,-0.27256183789110805,-0.25430340690938635,-0.28101422602359283,0.0,-0.27256183789110805,anwohner bald
Nacht,3.782762246548609,0.2517997118707866,-0.28343570716671523,-0.24340770545694287,-0.21831162993752143,0.0,-0.27214611008139744,-0.24361987353279166,-0.2918595680492673,-0.24340770545694287,-0.22514927447522112,-0.2518600935894276,0.0,-0.24340770545694287,Nacht
bald nacht,3.782762246548609,0.2517997118707866,-0.28343570716671523,-0.24340770545694287,-0.21831162993752143,0.0,-0.27214611008139744,-0.24361987353279166,-0.2918595680492673,-0.24340770545694287,-0.22514927447522112,-0.2518600935894276,0.0,-0.24340770545694287,bald nacht
Aldi,3.694982437325634,0.23338245842356856,-0.25995701264706667,-0.2199290109372945,-0.19483293541787297,0.0,-0.24866741556174904,-0.2201411790131433,-0.26838087352961887,-0.2199290109372945,-0.20167057995557272,-0.2283813990697793,0.0,-0.2199290109372945,Aldi
nacht aldi,3.694982437325634,0.23338245842356856,-0.25995701264706667,-0.2199290109372945,-0.19483293541787297,0.0,-0.24866741556174904,-0.2201411790131433,-0.26838087352961887,-0.2199290109372945,-0.20167057995557272,-0.2283813990697793,0.0,-0.2199290109372945,nacht aldi
parken,3.657591006296787,0.22515992030546833,-0.2497859470570148,-0.20975794534724274,-0.1846618698278211,0.0,-0.23849634997169725,-0.20997011342309146,-0.25820980793956727,-0.20975794534724274,-0.191499514365521,-0.2182103334797273,0.0,-0.20975794534724274,parken
aldi park+en,3.657591006296787,0.22515992030546833,-0.2497859470570148,-0.20975794534724274,-0.1846618698278211,0.0,-0.23849634997169725,-0.20997011342309146,-0.25820980793956727,-0.20975794534724274,-0.191499514365521,-0.2182103334797273,0.0,-0.20975794534724274,aldi park+en
dürfen,3.8204164928919413,0.2593421869485556,-0.29334065757810057,-0.25331265586832846,-0.22821658034890682,0.0,-0.28205106049278295,-0.2535248239441772,-0.30176451846065283,-0.25331265586832846,-0.23505422488660674,-0.26176504400081313,0.0,-0.25331265586832846,dürfen
park+en dürf+en,3.6108846078394725,0.2145503576319465,-0.2369339973993681,-0.1969059956895959,-0.17180992017017432,0.0,-0.22564440031405036,-0.1971181637654446,-0.2453578582819202,-0.1969059956895959,-0.17864756470787413,-0.2053583838220806,0.0,-0.1969059956895959,park+en dürf+en
dürf+en mehr,3.548028691646354,0.19964253121545383,-0.21937336247447334,-0.1793453607647013,-0.15424928524527953,0.0,-0.2080837653891556,-0.17955752884055004,-0.22779722335702576,-0.1793453607647013,-0.16108692978297942,-0.18779774889718587,0.0,-0.1793453607647013,dürf+en mehr
DER,3.5180751577900935,0.19226916052578089,-0.2108952212206325,-0.17086721951086048,-0.14577114399143884,0.0,-0.1996056241353148,-0.1710793875867091,-0.2193190821031849,-0.17086721951086048,-0.15260878852913862,-0.17931960764334504,0.0,-0.17086721951086048,DER
TAG,3.4995181374453432,0.1876098831360963,-0.20560649535171907,-0.165578493641947,-0.14048241812252535,0.0,-0.19431689826640153,-0.16579066171779566,-0.2140303562342715,-0.165578493641947,-0.1473200626602251,-0.17403088177443155,0.0,-0.165578493641947,TAG
der tag,3.4995181374453432,0.1876098831360963,-0.20560649535171907,-0.165578493641947,-0.14048241812252535,0.0,-0.19431689826640153,-0.16579066171779566,-0.2140303562342715,-0.165578493641947,-0.1473200626602251,-0.17403088177443155,0.0,-0.165578493641947,der tag
MÜNCHEN,3.469414613297311,0.1798979676736429,-0.19696709173952542,-0.1569390900297534,-0.13184301451033165,0.0,-0.18567749465420783,-0.15715125810560204,-0.20539095262207782,-0.1569390900297534,-0.1386806590480316,-0.16539147816223798,0.0,-0.1569390900297534,MÜNCHEN
tag münchen,3.469414613297311,0.1798979676736429,-0.19696709173952542,-0.1569390900297534,-0.13184301451033165,0.0,-0.18567749465420783,-0.15715125810560204,-0.20539095262207782,-0.1569390900297534,-0.1386806590480316,-0.16539147816223798,0.0,-0.1569390900297534,tag münchen
münchen wiesn-aufbau,3.4345278255568967,0.17071431419450508,-0.1868606677671259,-0.14683266605735368,-0.12173659053793198,0.0,-0.17557107068180805,-0.1470448341332024,-0.1952845286496781,-0.14683266605735368,-0.12857423507563193,-0.15528505418983846,0.0,-0.14683266605735368,münchen wiesn-aufbau
Sightseeing,3.3903328042470573,0.1586820430348429,-0.17390930026807663,-0.13388129855830455,-0.10878522303888284,0.0,-0.16261970318275898,-0.13409346663415322,-0.18233316115062898,-0.13388129855830455,-0.11562286757658279,-0.14233368669078908,0.0,-0.13388129855830455,Sightseeing
wiesn-aufbau sightseeing,3.3903328042470573,0.1586820430348429,-0.17390930026807663,-0.13388129855830455,-0.10878522303888284,0.0,-0.16261970318275898,-0.13409346663415322,-0.18233316115062898,-0.13388129855830455,-0.11562286757658279,-0.14233368669078908,0.0,-0.13388129855830455,wiesn-aufbau sightseeing
Schutzhelm,3.34383839859154,0.14551561307191996,-0.1601005796247275,-0.12007257791495532,-0.09497650239553361,0.0,-0.14881098253940983,-0.12028474599080403,-0.16852444050727983,-0.12007257791495532,-0.10181414693323348,-0.12852496604744001,0.0,-0.12007257791495532,Schutzhelm
sightseeing schutz+helm,3.34383839859154,0.14551561307191996,-0.1601005796247275,-0.12007257791495532,-0.09497650239553361,0.0,-0.14881098253940983,-0.12028474599080403,-0.16852444050727983,-0.12007257791495532,-0.10181414693323348,-0.12852496604744001,0.0,-0.12007257791495532,sightseeing schutz+helm
Sicherheitsweste,3.306384149136939,0.13450762869082702,-0.14883640155954356,-0.10880839984977131,-0.0837123243303498,0.0,-0.13754680447422582,-0.10902056792562012,-0.15726026244209587,-0.10880839984977131,-0.09054996886804949,-0.11726078798225607,0.0,-0.10880839984977131,Sicherheitsweste
schutz+helm sicherheit+s+weste,3.306384149136939,0.13450762869082702,-0.14883640155954356,-0.10880839984977131,-0.0837123243303498,0.0,-0.13754680447422582,-0.10902056792562012,-0.15726026244209587,-0.10880839984977131,-0.09054996886804949,-0.11726078798225607,0.0,-0.10880839984977131,schutz+helm sicherheit+s+weste
Dem,3.269518001572303,0.1233024325641728,-0.1376237852639431,-0.09759578355417099,-0.0724997080347495,0.0,-0.12633418817862538,-0.09780795163001979,-0.14604764614649537,-0.09759578355417099,-0.07933735257244919,-0.10604817168665565,0.0,-0.09759578355417099,Dem
sicherheit+s+weste der,3.269518001572303,0.1233024325641728,-0.1376237852639431,-0.09759578355417099,-0.0724997080347495,0.0,-0.12633418817862538,-0.09780795163001979,-0.14604764614649537,-0.09759578355417099,-0.07933735257244919,-0.10604817168665565,0.0,-0.09759578355417099,sicherheit+s+weste der
Münchner,3.2615665395787685,0.12083561653569902,-0.13518882492247475,-0.09516082321270272,-0.0700647476932811,0.0,-0.1238992278371571,-0.09537299128855134,-0.14361268580502715,-0.09516082321270272,-0.0769023922309809,-0.10361321134518735,0.0,-0.09516082321270272,Münchner
der münchner,3.2615665395787685,0.12083561653569902,-0.13518882492247475,-0.09516082321270272,-0.0700647476932811,0.0,-0.1238992278371571,-0.09537299128855134,-0.14361268580502715,-0.09516082321270272,-0.0769023922309809,-0.10361321134518735,0.0,-0.09516082321270272,der münchner
Himmel,3.2391355422279275,0.11377796208818564,-0.12828769760036232,-0.0882596958905903,-0.06316362037116859,0.0,-0.11699810051504472,-0.08847186396643894,-0.13671155848291458,-0.0882596958905903,-0.07000126490886843,-0.09671208402307495,0.0,-0.0882596958905903,Himmel
münchner himmel,3.2391355422279275,0.11377796208818564,-0.12828769760036232,-0.0882596958905903,-0.06316362037116859,0.0,-0.11699810051504472,-0.08847186396643894,-0.13671155848291458,-0.0882596958905903,-0.07000126490886843,-0.09671208402307495,0.0,-0.0882596958905903,münchner himmel
fehlt,6.651426857891598,-0.14075683920042958,0.274167566473828,0.23020467786697785,-0.7826885308692939,0.0,0.04823787139363567,0.2265927367118203,-0.030226796952203844,0.23020467786697785,0.20887300994369798,0.0698507921869629,0.0,0.23020467786697785,fehlt
himmel fehl+t,3.2269451517007672,0.10987994530201224,-0.1245171275914326,-0.08448912588166048,-0.05939305036223889,0.0,-0.11322753050611496,-0.08470129395750928,-0.13294098847398494,-0.08448912588166048,-0.06623069489993878,-0.09294151401414523,0.0,-0.08448912588166048,himmel fehl+t
Kopf,3.2027568498553274,0.10201146547962466,-0.11699316584396982,-0.07696516413419754,-0.051869088614776036,0.0,-0.10570356875865207,-0.07717733221004644,-0.125417026726522,-0.07696516413419754,-0.05870673315247571,-0.08541755226668228,0.0,-0.07696516413419754,Kopf
fehl+t kopf,3.2027568498553274,0.10201146547962466,-0.11699316584396982,-0.07696516413419754,-0.051869088614776036,0.0,-0.10570356875865207,-0.07717733221004644,-0.125417026726522,-0.07696516413419754,-0.05870673315247571,-0.08541755226668228,0.0,-0.07696516413419754,fehl+t kopf
dafür,4.002766346411635,0.2931529330722294,-0.3399669200370299,-0.2999389183272577,-0.2748428428078362,0.0,-0.3286773229517121,-0.30015108640310645,-0.348390780919582,-0.2999389183272577,-0.2816804873455359,-0.30839130645974244,0.0,-0.2999389183272577,dafür
kopf dafür,3.1937441996432074,0.09903304670365853,-0.11417517015958796,-0.07414716844981581,-0.04905109293039411,0.0,-0.10288557307427024,-0.07435933652566457,-0.12259903104214016,-0.07414716844981581,-0.05588873746809393,-0.08259955658230045,0.0,-0.07414716844981581,kopf dafür
Adler,3.1740091398237853,0.0924204884464078,-0.1079767130417284,-0.06794871133195624,-0.04285263581253468,0.0,-0.0966871159564107,-0.06816087940780487,-0.11640057392428056,-0.06794871133195624,-0.04969028035023435,-0.07640109946444082,0.0,-0.06794871133195624,Adler
dafür adler,3.1740091398237853,0.0924204884464078,-0.1079767130417284,-0.06794871133195624,-0.04285263581253468,0.0,-0.0966871159564107,-0.06816087940780487,-0.11640057392428056,-0.06794871133195624,-0.04969028035023435,-0.07640109946444082,0.0,-0.06794871133195624,dafür adler
schon,3.1660575721671504,0.08972033757023815,-0.10546835715620813,-0.06544035544643598,-0.04034427992701446,0.0,-0.09417876007089061,-0.06565252352228475,-0.11389221803876037,-0.06544035544643598,-0.04718192446471416,-0.07389274357892076,0.0,-0.06544035544643598,schon
adler schon,3.1660575721671504,0.08972033757023815,-0.10546835715620813,-0.06544035544643598,-0.04034427992701446,0.0,-0.09417876007089061,-0.06565252352228475,-0.11389221803876037,-0.06544035544643598,-0.04718192446471416,-0.07389274357892076,0.0,-0.06544035544643598,adler schon
Landeanflug,3.154646311365375,0.08580866948956814,-0.10185759689596323,-0.061829595186190994,-0.03673351966676936,0.0,-0.09056799981064552,-0.062041763262039785,-0.11028145777851535,-0.061829595186190994,-0.043571164204469326,-0.0702819833186758,0.0,-0.061829595186190994,Landeanflug
schon lande+anflug,3.154646311365375,0.08580866948956814,-0.10185759689596323,-0.061829595186190994,-0.03673351966676936,0.0,-0.09056799981064552,-0.062041763262039785,-0.11028145777851535,-0.061829595186190994,-0.043571164204469326,-0.0702819833186758,0.0,-0.061829595186190994,schon lande+anflug
Armbrustschützenzelt,3.1312710677962716,0.07765785399656662,-0.09442022541677599,-0.05439222370700371,-0.02929614818758219,0.0,-0.08313062833145826,-0.054604391782852424,-0.10284408629932808,-0.05439222370700371,-0.03613379272528203,-0.06284461183948832,0.0,-0.05439222370700371,Armbrustschützenzelt
lande+anflug armbrust+schütze+n+zelt,3.1312710677962716,0.07765785399656662,-0.09442022541677599,-0.05439222370700371,-0.02929614818758219,0.0,-0.08313062833145826,-0.054604391782852424,-0.10284408629932808,-0.05439222370700371,-0.03613379272528203,-0.06284461183948832,0.0,-0.05439222370700371,lande+anflug armbrust+schütze+n+zelt
Ein…,3.108265640705886,0.06944942373850505,-0.08704611018568123,-0.0470181084759091,-0.02192203295648738,0.0,-0.07575651310036349,-0.0472302765517577,-0.09546997106823342,-0.0470181084759091,-0.028759677494187223,-0.05547049660839375,0.0,-0.0470181084759091,Ein…
+2187,3.1024190684803186,0.06733303969367607,-0.08516336320161169,-0.045135361491839526,-0.020039285972417827,0.0,-0.07387376611629387,-0.04534752956768823,-0.0935872240841638,-0.045135361491839526,-0.026876930510117778,-0.05358774962432414,0.0,-0.045135361491839526,+2187
ein… +2187,3.1024190684803186,0.06733303969367607,-0.08516336320161169,-0.045135361491839526,-0.020039285972417827,0.0,-0.07387376611629387,-0.04534752956768823,-0.0935872240841638,-0.045135361491839526,-0.026876930510117778,-0.05358774962432414,0.0,-0.045135361491839526,ein… +2187
+2187 chars,3.096739144149014,0.06526500484778622,-0.08333088023346856,-0.043302878523696485,-0.01820680300427481,0.0,-0.0720412831481508,-0.04351504659954524,-0.09175474111602083,-0.043302878523696485,-0.02504444754197462,-0.051755266656181145,0.0,-0.043302878523696485,+2187 chars
Wasserversorgung,7.31677183750879,-0.774198503594335,0.43328947708164867,0.37232046773211375,-0.8780263590175993,0.0,0.1787528320378467,1.1847639033009638,0.09477044138344755,0.37232046773211375,0.3423536982341446,0.1949373084064185,0.0,0.37232046773211375,Wasserversorgung
wasser+versorgung wie,7.520073026141506,-0.7091651794207207,0.5393460811066977,0.4696050702726832,-0.9054329829585189,0.0,0.2715748369666426,0.5980649970578023,0.18541779463556468,0.4696050702726832,0.4350966161360906,0.2844447018417892,0.0,0.4696050702726832,wasser+versorgung wie
Rhein-Main-Gebiet,9.194235964812124,-0.725984340522837,0.5816161970621604,0.49613508897220754,-1.1064338962627864,0.0,0.2920503132965969,0.49210871626021413,0.20289409882007534,0.49613508897220754,0.4533235428615754,0.29826891787552595,0.0,0.49613508897220754,Rhein-Main-Gebiet
wie rhein-main+-+gebiet,8.012788234880674,-0.7091809910446695,0.5626085061501462,0.48721898807061187,-0.9688959288726529,0.0,0.28675667381934805,0.4832592129869101,0.19940174769015526,0.48721898807061187,0.449753808472487,0.2973356273548281,0.0,0.48721898807061187,wie rhein-main+-+gebiet
Klimawandel,23.61033540872619,-0.7447117273092658,0.6620878698042074,0.5148565228816983,-2.0495416913319406,0.0,0.30051526952475854,0.5106443753301885,0.20614153693074402,0.5148565228816983,0.4374464212942638,0.27484263674067966,0.0,0.5148565228816983,Klimawandel
rhein-main+-+gebiet klima+wandel,14.40322127257763,-0.7501231847483161,0.6280434204605498,0.5116342320246562,-1.5553090151703621,0.0,0.3005846254379439,0.5074812471482008,0.20790516360141875,0.5116342320246562,0.4519103488088725,0.2917525081655492,0.0,0.5116342320246562,rhein-main+-+gebiet klima+wandel
trotzt,9.23475513349845,-0.726433928199887,0.5821785949550843,0.4963800177777899,-1.110831232368919,0.0,0.292194631244307,0.4923518025928113,0.20298809014787647,0.4963800177777899,0.4533989374715738,0.29827096471032305,0.0,0.4963800177777899,trotzt
klima+wandel trotz+t,9.23475513349845,-0.726433928199887,0.5821785949550843,0.4963800177777899,-1.110831232368919,0.0,0.292194631244307,0.4923518025928113,0.20298809014787647,0.4963800177777899,0.4533989374715738,0.29827096471032305,0.0,0.4963800177777899,klima+wandel trotz+t
Hitzewellen,9.813971446835911,-0.5485027093371421,0.4000822271738188,0.32208556911105757,-1.1716641623524866,0.0,0.699902851047666,0.31810700308188655,0.3453094455429096,0.32208556911105757,0.2832470614932049,0.13008779084634656,0.0,0.32208556911105757,Hitzewellen
trotz+t hitze+welle+n,8.299145454702586,-0.7139979971204227,0.5677367031681163,0.4897400451053552,-1.004009686358189,0.0,0.28825840614702714,0.48576147907618406,0.2003987045005278,0.4897400451053552,0.4509015374875025,0.2977422668406442,0.0,0.4897400451053552,trotz+t hitze+welle+n
treffen,7.374433714605588,-0.696229247937343,0.5496431255994163,0.4805076041321247,-0.8858762489383951,0.0,0.2827574268557945,0.47659802028324183,0.19673773974285783,0.4805076041321247,0.4463145885965054,0.29586590782192107,0.0,0.4805076041321247,treffen
hitze+welle+n treff+en,7.374433714605588,-0.696229247937343,0.5496431255994163,0.4805076041321247,-0.8858762489383951,0.0,0.2827574268557945,0.47659802028324183,0.19673773974285783,0.4805076041321247,0.4463145885965054,0.29586590782192107,0.0,0.4805076041321247,hitze+welle+n treff+en
Frankfurt,6.974967565201495,-0.6862315596096675,0.5402205623890244,0.4753558979616135,-0.8301848116671426,0.0,0.2796957314908527,0.47148518380985915,0.19469735359165086,0.4753558979616135,0.443379622880362,0.29444680222146796,0.0,0.4753558979616135,Frankfurt
treff+en frankfurt,6.974967565201495,-0.6862315596096675,0.5402205623890244,0.4753558979616135,-0.8301848116671426,0.0,0.2796957314908527,0.47148518380985915,0.19469735359165086,0.4753558979616135,0.443379622880362,0.29444680222146796,0.0,0.4753558979616135,treff+en frankfurt
Region,7.305250183925394,-0.3023076958925877,0.3860158240554201,0.32828195281974853,-0.8764504270499045,0.0,0.13659789321570182,0.324485644719437,0.05352450741376667,0.32828195281974853,0.29997498527733724,0.15392274437211853,0.0,0.32828195281974853,Region
frankfurt region,6.367590208154666,-0.6674316307518862,0.5233880222475621,0.46565415101189034,-0.7390782288577626,0.0,0.27397009140784395,0.46185784291157883,0.1908967056059085,0.46565415101189034,0.4373471834694791,0.29129494256426053,0.0,0.46565415101189034,frankfurt region
